,city,population,lon,lat,q1yes,q1no,q1blank,q1pyes,q2yes,q2no,q2blank,q2pyes,q3yes,q3no,q3blank,q3pyes,X,X.1
139,FRENCHVILLE,1037,-68.3797648,47.2808734,63,59,0,0.516393443,91,30,1,0.752066116,88,33,1,0.727272727,NA,
140,FRIENDSHIP,1134,-69.3341229,43.9838019,116,114,1,0.504347826,148,82,1,0.643478261,152,78,1,0.660869565,NA,
141,FRYEBURG,3451,-70.9806357,44.0164329,151,194,4,0.437681159,241,105,3,0.696531792,269,78,2,0.775216138,NA,
142,GARDINER,5653,-69.7753222,44.2300698,423,317,9,0.571621622,517,224,8,0.697705803,540,203,6,0.726783311,NA,
143,GARFIELD,74,-68.4973291,46.6014312,8,10,0,0.444444444,13,5,0,0.722222222,13,5,0,0.722222222,NA,
144,GARLAND,1052,-69.1603206,45.0383951,70,84,1,0.454545455,98,57,0,0.632258065,105,50,0,0.677419355,NA,
145,GEORGETOWN,1069,-69.752359,43.8021196,172,113,2,0.603508772,207,80,0,0.721254355,223,64,0,0.777003484,NA,
146,GILEAD,204,-70.9727112,44.3940915,15,10,0,0.6,20,4,1,0.833333333,20,5,0,0.8,NA,
147,GLENBURN,4563,-68.8457461,44.9168621,194,339,2,0.363977486,318,216,1,0.595505618,333,202,0,0.622429907,NA,
149,GORHAM,17978,-70.4442252,43.6795314,1528,949,101,0.616875252,1773,790,15,0.69176746,1843,710,25,0.721895809,NA,
150,GOULDSBORO,1741,-68.039543,44.47852,209,128,4,0.620178042,254,87,0,0.744868035,285,56,0,0.835777126,NA,
151,GRAY,8223,-70.3317195,43.885632,462,560,3,0.452054795,633,388,4,0.619980411,663,358,4,0.649363369,NA,
152,GREENBUSH,1513,-68.6508635,45.0803409,33,126,1,0.20754717,84,75,1,0.528301887,91,68,1,0.572327044,NA,
153,GREENE,4339,-70.1403313,44.189794,218,315,2,0.409005629,306,227,2,0.574108818,321,214,0,0.6,NA,
154,GREENVILLE,1604,-69.5905814,45.4594863,152,216,0,0.413043478,226,142,0,0.614130435,238,126,4,0.653846154,NA,
155,GREENWOOD,807,-70.6508978,44.3184011,63,54,0,0.538461538,85,32,0,0.726495726,90,27,0,0.769230769,NA,
156,GUILFORD,1448,-69.3844783,45.1689375,77,130,3,0.371980676,116,93,1,0.555023923,128,81,1,0.612440191,NA,
157,HALLOWELL,2381,-69.7908786,44.2859022,490,186,4,0.724852071,571,104,5,0.845925926,595,80,5,0.881481481,NA,
158,HAMLIN,203,-67.7939057,47.065878,20,19,0,0.512820513,23,16,0,0.58974359,23,16,0,0.58974359,NA,
159,HAMMOND,110,-67.9177143,46.1949948,6,6,0,0.5,8,4,0,0.666666667,8,4,0,0.666666667,NA,
160,HAMPDEN,7412,-68.8370436,44.7445421,742,798,13,0.481818182,1020,523,10,0.661049903,1098,447,8,0.710679612,NA,
161,HANCOCK,2431,-68.2537463,44.5291357,209,158,0,0.569482289,259,107,1,0.707650273,283,83,1,0.773224044,NA,
162,HANOVER,262,-70.6942351,44.4967315,31,25,0,0.553571429,40,16,0,0.714285714,39,17,0,0.696428571,NA,
163,HARMONY,898,-69.5461603,44.9739462,52,93,2,0.35862069,70,77,0,0.476190476,66,81,0,0.448979592,NA,
164,HARPSWELL,4918,-69.9598343,43.7864342,646,417,8,0.607714017,810,250,11,0.764150943,879,182,10,0.828463713,NA,
165,HARRINGTON,964,-67.8109953,44.6193327,40,83,0,0.325203252,76,47,0,0.617886179,86,37,0,0.699186992,NA,
166,HARRISON,2800,-70.6792289,44.1103479,149,219,1,0.404891304,229,140,0,0.620596206,233,136,0,0.631436314,NA,
167,HARTFORD,1214,-70.346726,44.372845,46,62,0,0.425925926,70,37,1,0.654205607,68,39,1,0.635514019,NA,
168,HARTLAND,1724,-69.512853,44.8965211,85,190,1,0.309090909,161,114,1,0.585454545,153,122,1,0.556363636,NA,
169,HAYNESVILLE,112,-67.9911283,45.8261688,6,16,0,0.272727273,13,9,0,0.590909091,12,10,0,0.545454545,NA,
170,HEBRON,1419,-70.4064465,44.1981261,71,94,1,0.43030303,89,77,0,0.536144578,97,69,0,0.584337349,NA,
171,HERMON,6033,-68.9133724,44.81007,273,392,2,0.410526316,408,258,1,0.612612613,442,223,2,0.664661654,NA,
172,HERSEY,75,-68.4341636,46.0733805,7,6,0,0.538461538,7,6,0,0.538461538,9,4,0,0.692307692,NA,
173,HIGHLAND,70,-70.0617497,45.0751866,15,21,0,0.416666667,20,16,0,0.555555556,24,12,0,0.666666667,NA,
174,HIRAM,1642,-70.8322512,43.8350627,64,87,0,0.42384106,94,57,0,0.622516556,93,58,0,0.61589404,NA,
175,HODGDON,1267,-67.8497604,46.0612772,38,88,1,0.301587302,63,63,1,0.5,65,62,0,0.511811024,NA,
176,HOLDEN,3104,-68.6789218,44.7528499,211,343,6,0.380866426,336,221,3,0.603231598,368,188,4,0.661870504,NA,
177,HOLLIS,4747,-70.6208974,43.6346754,299,248,3,0.546617916,395,152,3,0.722120658,409,140,1,0.744990893,NA,
178,HOPE,1687,-69.1589421,44.2650248,173,113,1,0.604895105,203,82,2,0.712280702,214,72,1,0.748251748,NA,
179,HOULTON,5752,-67.8402316,46.1261806,375,426,32,0.468164794,551,262,20,0.677736777,566,243,24,0.699629172,NA,
180,HOWLAND,1203,-68.6588563,45.2431227,82,82,0,0.5,115,49,0,0.701219512,114,48,2,0.703703704,NA,
181,HUDSON,1513,-68.8805923,45.0011783,74,100,0,0.425287356,102,69,3,0.596491228,107,66,1,0.61849711,NA,
182,INDUSTRY,931,-70.0599702,44.7473347,75,79,0,0.487012987,98,56,0,0.636363636,102,52,0,0.662337662,NA,
183,ISLESBORO,561,-68.9085778,44.2938855,97,38,0,0.718518519,106,28,1,0.791044776,119,16,0,0.881481481,NA,
184,JACKMAN,815,-70.2521511,45.6240392,72,140,8,0.339622642,121,90,9,0.573459716,121,95,4,0.560185185,NA,
185,JACKSON,585,-69.1208748,44.6147933,40,38,0,0.512820513,57,21,0,0.730769231,49,29,0,0.628205128,NA,
186,JAY,4623,-70.2161924,44.5039265,349,440,7,0.442332066,498,294,4,0.628787879,514,277,5,0.649810367,NA,
187,JEFFERSON,2455,-69.4525442,44.2067419,183,259,2,0.414027149,280,162,2,0.633484163,293,150,1,0.661399549,NA,
188,JONESBORO,587,-67.5724938,44.6625773,40,41,1,0.49382716,63,19,0,0.768292683,59,23,0,0.719512195,NA,
189,JONESPORT,1317,-67.6030098,44.5310454,39,64,0,0.378640777,66,37,0,0.640776699,70,33,0,0.67961165,NA,
190,KENDUSKEAG,1365,-68.9317049,44.9195128,70,122,0,0.364583333,123,69,0,0.640625,120,71,1,0.628272251,NA,
191,KENNEBUNK,11625,-70.54399,43.3845306,1509,872,35,0.633767325,1790,597,29,0.749895266,1929,453,34,0.809823678,NA,
192,KENNEBUNKPORT,3651,-70.4767274,43.3617327,479,260,4,0.648173207,584,158,1,0.787061995,621,118,4,0.840324763,NA,
193,KINGFIELD,974,-70.1539542,44.9592231,110,86,0,0.56122449,136,60,0,0.693877551,144,52,0,0.734693878,NA,
194,KINGMAN,171,-68.1994627,45.5495057,4,7,0,0.363636364,6,5,0,0.545454545,5,6,0,0.454545455,NA,
195,KITTERY,9819,-70.736137,43.0881256,1359,580,36,0.700876741,1477,475,23,0.756659836,1585,361,29,0.814491264,NA,
196,KNOX,789,-69.2133749,44.517294,54,77,1,0.41221374,72,59,1,0.549618321,68,63,1,0.519083969,NA,
197,LAGRANGE,679,-68.8447783,45.1668297,31,61,0,0.336956522,56,36,0,0.608695652,53,38,1,0.582417582,NA,
198,LAKEVILLE,101,-68.0647964,45.3168704,9,15,0,0.375,14,10,0,0.583333333,16,8,0,0.666666667,NA,
199,LAMOINE,1703,-68.3191852,44.4911002,351,257,4,0.577302632,403,204,5,0.663920923,459,149,4,0.754934211,NA,
200,LEBANON,6391,-70.919379,43.4006697,272,344,8,0.441558442,372,246,6,0.601941748,403,214,7,0.653160454,NA,
201,LEE,874,-68.2864076,45.3600615,40,80,1,0.333333333,60,60,1,0.5,66,54,1,0.55,NA,
202,LEEDS,2314,-70.1194984,44.3034024,122,146,1,0.455223881,171,95,3,0.642857143,162,104,3,0.609022556,NA,
203,LEVANT,2981,-68.9347611,44.8692358,128,284,3,0.310679612,213,200,2,0.515738499,215,195,5,0.524390244,NA,
204,LEWISTON,36225,-70.2147764,44.100351,4285,3844,246,0.527125108,5551,2616,208,0.679686543,5649,2479,247,0.695004921,NA,
205,LIBERTY,968,-69.3026507,44.3893688,122,63,1,0.659459459,137,48,1,0.740540541,133,52,1,0.718918919,NA,
206,LIMERICK,3022,-70.7936719,43.6884112,155,145,2,0.516666667,193,108,1,0.641196013,193,109,0,0.639072848,NA,
207,LIMESTONE,2173,-67.825816,46.9086023,118,95,0,0.55399061,169,44,0,0.79342723,162,49,2,0.767772512,NA,
208,LIMINGTON,3918,-70.7108924,43.7317442,162,185,2,0.46685879,207,140,2,0.596541787,192,153,4,0.556521739,NA,
209,LINCOLN,4862,-68.5050006,45.3622301,253,441,3,0.364553314,417,278,2,0.6,447,248,2,0.643165468,NA,
210,LINCOLNVILLE,2226,-69.0087018,44.2811973,284,139,2,0.671394799,310,114,1,0.731132075,337,87,1,0.794811321,NA,
211,LINNEUS,910,-67.9600193,46.038665,36,47,0,0.43373494,55,28,0,0.662650602,55,28,0,0.662650602,NA,
212,LISBON,9005,-70.1043704,44.0316013,925,1026,59,0.474115838,1186,784,40,0.602030457,1221,745,44,0.621057986,NA,
213,LITCHFIELD,3658,-69.93356,44.1740739,202,219,1,0.479809976,258,163,1,0.612826603,262,158,2,0.623809524,NA,
214,LITTLETON,989,-67.8411308,46.2308838,33,56,1,0.370786517,42,48,0,0.466666667,44,46,0,0.488888889,NA,
215,LIVERMORE,2119,-70.2081176,44.4078297,129,226,1,0.363380282,199,156,1,0.56056338,210,144,2,0.593220339,NA,
216,LOVELL,1134,-70.8930466,44.1255995,87,69,0,0.557692308,107,48,1,0.690322581,112,43,1,0.722580645,NA,
217,LOWELL,362,-68.4667778,45.1874242,14,53,1,0.208955224,34,33,1,0.507462687,34,32,2,0.515151515,NA,
218,LUBEC,1258,-66.9835907,44.8585863,137,103,2,0.570833333,189,53,0,0.780991736,194,46,2,0.808333333,NA,
219,LUDLOW,368,-67.957546,46.1480225,17,38,0,0.309090909,24,31,0,0.436363636,27,28,0,0.490909091,NA,
220,LYMAN,4517,-70.6379682,43.5050963,216,277,3,0.438133874,334,159,3,0.677484787,334,158,4,0.678861789,NA,
221,MACHIAS,2027,-67.461376,44.7150789,76,125,1,0.378109453,154,44,4,0.777777778,155,45,2,0.775,NA,
222,MACHIASPORT,947,-67.3955242,44.6972521,65,70,1,0.481481481,92,42,2,0.686567164,89,46,1,0.659259259,NA,
223,MACWAHOC,74,-68.2627986,45.6283921,5,5,3,0.5,12,1,0,0.923076923,9,4,0,0.692307692,NA,
224,MADAWASKA,3735,-68.3217027,47.3553154,505,438,10,0.53552492,705,243,5,0.743670886,715,234,4,0.753424658,NA,
225,MADISON,4620,-69.8797486,44.7975466,226,300,3,0.429657795,354,172,3,0.673003802,343,183,3,0.652091255,NA,
226,MAGALLOWAY,45,-71.0004465,44.8543365,1,9,0,0.1,2,8,0,0.2,3,7,0,0.3,NA,
227,MANCHESTER,2556,-69.8603256,44.324513,229,216,1,0.514606742,309,137,0,0.692825112,336,110,0,0.753363229,NA,
228,MAPLETON,1834,-68.1616248,46.6818041,116,149,2,0.437735849,183,83,1,0.687969925,174,93,0,0.651685393,NA,
229,MARIAVILLE,538,-68.4155785,44.7206287,31,55,0,0.360465116,52,34,0,0.604651163,56,30,0,0.651162791,NA,
230,MARSHFIELD,512,-67.4774923,44.7331326,33,59,1,0.358695652,60,33,0,0.64516129,67,26,0,0.720430108,NA,
231,MASARDIS,227,-68.3611507,46.5036534,10,17,0,0.37037037,21,6,0,0.777777778,20,7,0,0.740740741,NA,
232,MATTAWAMKEAG,651,-68.3544669,45.5136701,49,49,0,0.5,64,34,0,0.653061224,70,26,2,0.729166667,NA,
233,MAXFIELD,98,-68.7522632,45.2833559,6,8,0,0.428571429,5,9,0,0.357142857,10,4,0,0.714285714,NA,
234,MEDDYBEMPS,147,-67.3558247,45.0384096,9,23,1,0.28125,18,15,0,0.545454545,15,18,0,0.454545455,NA,
235,MEDFORD,241,-68.8517011,45.2853307,16,25,1,0.390243902,24,18,0,0.571428571,22,20,0,0.523809524,NA,
236,MEDWAY,1310,-68.5298394,45.6122644,69,108,0,0.389830508,100,77,0,0.564971751,103,74,0,0.581920904,NA,
237,MERCER,637,-69.9364462,44.6781171,60,66,0,0.476190476,81,45,0,0.642857143,86,40,0,0.682539683,NA,
238,MERRILL,250,-68.2322503,46.164217,7,12,0,0.368421053,5,14,0,0.263157895,5,14,0,0.263157895,NA,
239,MEXICO,2629,-70.5433579,44.5571093,125,132,1,0.486381323,178,79,1,0.692607004,187,71,0,0.724806202,NA,
240,MILBRIDGE,1294,-67.8808344,44.5353556,79,108,3,0.422459893,126,62,2,0.670212766,135,53,2,0.718085106,NA,
241,MILFORD,2980,-68.6439667,44.946216,172,191,3,0.473829201,244,121,1,0.668493151,251,113,2,0.68956044,NA,
242,MILLINOCKET,4252,-68.7098119,45.6572639,540,591,12,0.477453581,742,390,11,0.655477032,803,323,17,0.713143872,NA,
243,MILO,2285,-68.986263,45.2533339,120,178,2,0.402684564,184,114,2,0.617449664,222,76,2,0.744966443,NA,
244,MINOT,2586,-70.3471228,44.1563223,129,191,1,0.403125,192,129,0,0.598130841,199,121,1,0.621875,NA,
245,MONMOUTH,4136,-70.0356069,44.238682,325,264,4,0.551782683,399,194,0,0.672849916,431,161,1,0.728040541,NA,
246,MONROE,943,-69.018094,44.6150724,96,77,3,0.554913295,118,58,0,0.670454545,122,54,0,0.693181818,NA,
247,MONSON,655,-69.5011619,45.2869936,54,103,5,0.343949045,99,59,4,0.626582278,102,56,4,0.64556962,NA,
248,MONTICELLO,741,-67.8425211,46.3083815,39,47,0,0.453488372,63,22,1,0.741176471,49,37,0,0.569767442,NA,
249,MONTVILLE,1087,-69.2803202,44.4372947,97,61,2,0.613924051,107,51,2,0.67721519,106,53,1,0.666666667,NA,
250,MORO,35,-68.3594763,46.1486604,1,12,0,0.076923077,3,10,0,0.230769231,4,9,0,0.307692308,NA,
251,MORRILL,889,-69.1492059,44.4431297,66,94,0,0.4125,83,76,1,0.522012579,98,62,0,0.6125,NA,
252,MOSCOW,505,-69.8910751,45.0713866,26,34,2,0.433333333,36,26,0,0.580645161,40,22,0,0.64516129,NA,
253,NAPLES,3969,-70.6180214,43.986313,200,258,3,0.436681223,273,188,0,0.592190889,287,174,0,0.622559653,NA,
254,NEWBURGH,1519,-69.0003898,44.7173675,123,117,0,0.5125,164,76,0,0.683333333,167,72,1,0.69874477,NA,
255,NEWCASTLE,1767,-69.5386186,44.0365242,258,141,3,0.646616541,303,99,0,0.753731343,323,76,3,0.80952381,NA,
256,NEWFIELD,1585,-70.8470062,43.6481341,89,71,1,0.55625,103,58,0,0.639751553,105,56,0,0.652173913,NA,
257,NEWPORT,3273,-69.2852859,44.8370741,173,232,0,0.427160494,256,148,1,0.633663366,262,142,1,0.648514851,NA,
258,NEWRY,353,-70.7885765,44.4884245,53,39,0,0.576086957,62,30,0,0.673913043,67,25,0,0.72826087,NA,
259,NOBLEBORO,1653,-69.4851938,44.0795596,160,164,2,0.49382716,215,111,0,0.659509202,225,101,0,0.690184049,NA,
260,NORRIDGEWOCK,3222,-69.7905955,44.7130794,165,178,1,0.481049563,218,121,5,0.643067847,217,119,8,0.645833333,NA,
261,NORTHFIELD,140,-67.5705504,44.8289649,19,16,0,0.542857143,28,6,1,0.823529412,29,6,0,0.828571429,NA,
262,NORTHPORT,1581,-68.9613175,44.3377823,191,154,0,0.553623188,241,104,0,0.698550725,271,74,0,0.785507246,NA,
263,NORWAY,4991,-70.5448096,44.2139566,306,355,5,0.462934947,415,249,2,0.625,447,217,2,0.673192771,NA,
264,OAKFIELD,678,-68.1589208,46.1007097,28,45,2,0.383561644,42,32,1,0.567567568,39,34,2,0.534246575,NA,
265,OAKLAND,6309,-69.721995,44.5402221,526,573,12,0.478616924,728,377,6,0.658823529,773,328,10,0.70208901,NA,
266,OGUNQUIT,929,-70.5986223,43.2468352,132,87,0,0.602739726,169,49,1,0.775229358,193,26,0,0.881278539,NA,
267,ORIENT,140,-67.8400137,45.8170031,9,11,0,0.45,13,7,0,0.65,13,7,0,0.65,NA,
268,ORLAND,2181,-68.7378128,44.5706252,223,194,1,0.534772182,280,136,2,0.673076923,303,113,2,0.728365385,NA,
269,ORONO,10799,-68.6719411,44.8831125,747,263,6,0.73960396,841,170,5,0.831849654,852,153,11,0.847761194,NA,
270,ORRINGTON,3688,-68.7904626,44.7202096,237,370,0,0.390444811,364,241,2,0.601652893,397,209,1,0.655115512,NA,
271,OSBORN,66,-68.2361132,44.7788954,8,11,0,0.421052632,7,12,0,0.368421053,8,11,0,0.421052632,NA,
272,OTIS,659,-68.4528017,44.7122953,38,81,1,0.319327731,62,58,0,0.516666667,73,47,0,0.608333333,NA,
273,OTISFIELD,1806,-70.5492259,44.0903488,111,124,0,0.472340426,154,81,0,0.655319149,148,87,0,0.629787234,NA,
274,OXFORD,4096,-70.4931557,44.1317459,136,265,3,0.33915212,240,164,0,0.594059406,231,172,1,0.573200993,NA,
275,PALERMO,1521,-69.4672352,44.4059902,98,115,0,0.460093897,147,66,0,0.690140845,149,64,0,0.699530516,NA,
276,PALMYRA,1975,-69.3586588,44.8464519,86,188,1,0.313868613,175,100,0,0.636363636,172,103,0,0.625454545,NA,
277,PARIS,5152,-70.5006152,44.2597917,252,408,6,0.381818182,368,296,2,0.554216867,395,268,3,0.595776772,NA,
278,PARKMAN,795,-69.4331038,45.1336651,46,112,0,0.291139241,72,85,1,0.458598726,70,88,0,0.443037975,NA,
279,PARSONSFIELD,1962,-70.9286755,43.7270214,102,69,1,0.596491228,128,42,2,0.752941176,121,50,1,0.707602339,NA,
280,PASSADUMKEAG,358,-68.6166937,45.1853362,18,49,0,0.268656716,32,34,1,0.484848485,36,31,0,0.537313433,NA,
281,PATTEN,970,-68.4461424,45.9964392,48,78,1,0.380952381,86,40,1,0.682539683,83,43,1,0.658730159,NA,
282,PEMBROKE,788,-67.1619293,44.9536891,56,84,0,0.4,84,56,0,0.6,82,58,0,0.585714286,NA,
283,PENOBSCOT,1222,-68.7111394,44.4645202,174,122,0,0.587837838,197,96,3,0.672354949,227,67,2,0.772108844,NA,
284,PERHAM,365,-68.1975086,46.8440085,10,30,0,0.25,19,21,0,0.475,18,22,0,0.45,NA,
285,PERRY,927,-67.0748807,44.974757,45,109,0,0.292207792,103,51,0,0.668831169,105,49,0,0.681818182,NA,
286,PERU,1511,-70.4062771,44.5065458,159,183,1,0.464912281,218,123,2,0.639296188,248,94,1,0.725146199,NA,
287,PHILLIPS,1022,-70.3395105,44.8231127,74,47,1,0.611570248,80,41,1,0.661157025,75,47,0,0.614754098,NA,
288,PHIPPSBURG,2268,-69.8147684,43.820638,204,180,3,0.53125,278,107,2,0.722077922,295,92,0,0.762273902,NA,
289,PITTSFIELD,3994,-69.3833847,44.7825145,169,281,4,0.375555556,308,145,1,0.6799117,308,142,4,0.684444444,NA,
290,PITTSTON,2735,-69.7555995,44.2217367,139,222,2,0.385041551,236,126,1,0.651933702,245,116,2,0.67867036,NA,
291,PLYMOUTH,1350,-69.2103252,44.7672891,40,118,4,0.253164557,81,77,4,0.512658228,89,70,3,0.559748428,NA,
292,POLAND,5647,-70.3936675,44.0606281,303,326,3,0.481717011,391,239,2,0.620634921,385,244,3,0.612082671,NA,
293,PORTER,1520,-70.9332266,43.7961667,83,84,1,0.497005988,118,49,1,0.706586826,111,54,3,0.672727273,NA,
294,PORTLAND,66215,-70.2568189,43.6590993,13759,4875,457,0.738381453,14971,3737,383,0.800245884,15636,3010,445,0.838571275,NA,
295,POWNAL,1549,-70.1803764,43.9133191,200,157,6,0.56022409,235,124,4,0.6545961,240,119,4,0.668523677,NA,
296,PRINCETON,792,-67.5721648,45.2234034,77,134,5,0.36492891,132,82,2,0.61682243,136,80,0,0.62962963,NA,
297,PROSPECT,746,-68.8647555,44.5531298,61,34,0,0.642105263,63,32,0,0.663157895,70,25,0,0.736842105,NA,
298,RANDOLPH,1709,-69.7666546,44.2306461,130,138,2,0.485074627,191,79,0,0.707407407,193,75,2,0.720149254,NA,
299,RANGELEY,1155,-70.6427102,44.9656821,103,163,2,0.387218045,161,106,1,0.602996255,182,86,0,0.679104478,NA,
300,RAYMOND,4523,-70.468437,43.9015631,281,324,3,0.46446281,375,233,0,0.616776316,401,206,1,0.66062603,NA,
301,READFIELD,2571,-69.9667188,44.3878453,281,217,3,0.564257028,355,146,0,0.708582834,392,109,0,0.78243513,NA,
302,REED,144,-68.1436099,45.724382,12,12,0,0.5,17,7,0,0.708333333,15,9,0,0.625,NA,
303,RICHMOND,3470,-69.8025788,44.0880682,238,255,2,0.482758621,334,159,2,0.677484787,329,164,2,0.667342799,NA,
304,RIPLEY,471,-69.3717134,44.9911704,25,49,3,0.337837838,52,25,0,0.675324675,51,26,0,0.662337662,NA,
305,ROBBINSTON,559,-67.1094283,45.0781324,35,47,0,0.426829268,58,23,1,0.716049383,63,17,2,0.7875,NA,
306,ROCKLAND,7165,-69.1089293,44.1036914,811,476,18,0.63014763,948,337,20,0.737743191,996,291,18,0.773892774,NA,
307,ROCKPORT,3363,-69.0760975,44.1844817,424,256,5,0.623529412,505,174,6,0.743740795,551,127,7,0.812684366,NA,
308,ROME,1007,-69.903486,44.5722051,87,82,1,0.514792899,121,47,2,0.720238095,119,49,2,0.708333333,NA,
309,ROXBURY,361,-70.593401,44.6697827,34,23,2,0.596491228,34,25,0,0.576271186,39,20,0,0.661016949,NA,
310,RUMFORD,5744,-70.5508829,44.5536606,317,291,4,0.521381579,420,189,3,0.689655172,454,151,7,0.750413223,NA,
311,SABATTUS,5036,-70.1031247,44.1152935,183,336,2,0.352601156,302,215,4,0.584139265,310,207,4,0.599613153,NA,
312,SACO,19964,-70.4428286,43.5009176,2069,1467,49,0.585124434,2456,1094,35,0.691830986,2559,986,40,0.721861777,NA,
313,SANFORD,21223,-70.7742804,43.4391627,1416,1417,56,0.499823509,1946,906,37,0.682328191,1986,865,38,0.696597685,NA,
314,SANGERVILLE,1269,-69.357317,45.1645956,80,115,2,0.41025641,121,73,3,0.62371134,116,80,1,0.591836735,NA,
315,SCARBOROUGH,20991,-70.3344921,43.5901974,2337,1848,86,0.558422939,2804,1394,73,0.667937113,3139,1067,65,0.746314788,NA,
316,SEARSMONT,1417,-69.1950411,44.3617419,108,125,1,0.463519313,160,73,1,0.686695279,154,79,1,0.660944206,NA,
317,SEARSPORT,2634,-68.9038627,44.463934,207,187,1,0.525380711,281,113,1,0.71319797,271,123,1,0.687817259,NA,
318,SEBAGO,1829,-70.677518,43.8872801,172,145,0,0.542586751,201,116,0,0.634069401,195,121,1,0.617088608,NA,
319,SEBEC,592,-69.1167087,45.2714408,25,82,0,0.23364486,49,58,0,0.457943925,61,46,0,0.570093458,NA,
320,SEBOEIS,34,-68.7111424,45.3631091,8,15,0,0.347826087,20,3,0,0.869565217,15,8,0,0.652173913,NA,
321,SEDGWICK,1176,-68.6155184,44.3040651,147,94,0,0.609958506,176,65,0,0.730290456,204,37,0,0.846473029,NA,
322,SHAPLEIGH,2754,-70.8481164,43.5406359,104,145,0,0.417670683,141,108,0,0.56626506,149,99,1,0.600806452,NA,
323,SHERMAN,778,-68.4178063,45.8711632,40,83,0,0.325203252,60,63,0,0.487804878,65,58,0,0.528455285,NA,
324,SHIRLEY,225,-69.633903,45.3476081,27,31,0,0.465517241,33,25,0,0.568965517,37,21,0,0.637931034,NA,
325,SIDNEY,4468,-69.7226248,44.4530868,231,357,3,0.392857143,354,235,2,0.601018676,374,217,0,0.632825719,NA,
326,SKOWHEGAN,8239,-69.7193803,44.7650366,446,506,3,0.468487395,622,329,4,0.65404837,626,329,0,0.655497382,NA,
327,SMITHFIELD,1009,-69.8294968,44.6303411,106,104,1,0.504761905,139,71,1,0.661904762,138,72,1,0.657142857,NA,
328,SMYRNA,418,-68.1203515,46.1644547,9,21,0,0.3,16,14,0,0.533333333,12,18,0,0.4,NA,
329,SOLON,1076,-69.858391,44.949502,55,93,0,0.371621622,99,49,0,0.668918919,92,56,0,0.621621622,NA,
330,SOMERVILLE,565,-69.4889674,44.3092443,38,33,0,0.535211268,47,24,0,0.661971831,43,28,0,0.605633803,NA,
331,SORRENTO,268,-68.1772341,44.4734117,54,26,1,0.675,62,18,1,0.775,58,23,0,0.716049383,NA,
332,SOUTHPORT,600,-69.6586568,43.8409158,83,91,0,0.477011494,110,62,2,0.639534884,128,46,0,0.735632184,NA,
333,SPRINGFIELD,425,-68.1562304,45.376663,11,30,1,0.268292683,20,21,1,0.487804878,20,22,0,0.476190476,NA,
334,STACYVILLE,383,-68.4290992,45.8992168,16,38,1,0.296296296,39,16,0,0.709090909,37,18,0,0.672727273,NA,
335,STANDISH,10099,-70.5509356,43.7355927,765,860,16,0.470769231,1057,579,5,0.64608802,1045,589,7,0.639534884,NA,
336,STARKS,636,-69.9661707,44.7306156,58,43,0,0.574257426,66,35,0,0.653465347,65,36,0,0.643564356,NA,
337,STETSON,1190,-69.1431864,44.8919352,90,110,1,0.45,126,74,1,0.63,130,70,1,0.65,NA,
338,STEUBEN,1132,-67.9652562,44.5107169,94,77,0,0.549707602,112,59,0,0.65497076,123,47,1,0.723529412,NA,
339,STOCKHOLM,232,-68.1394756,47.0422642,22,15,0,0.594594595,27,10,0,0.72972973,25,12,0,0.675675676,NA,
340,STONEHAM,248,-70.8125232,44.2503507,19,23,0,0.452380952,29,13,0,0.69047619,27,15,0,0.642857143,NA,
341,STONINGTON,1032,-68.6666926,44.156192,119,57,1,0.676136364,140,35,2,0.8,143,31,3,0.82183908,NA,
342,STOW,456,-70.9850708,44.160623,22,32,0,0.407407407,35,19,0,0.648148148,37,17,0,0.685185185,NA,
343,STRONG,1160,-70.2208981,44.8075572,85,97,0,0.467032967,102,80,0,0.56043956,98,84,0,0.538461538,NA,
344,SULLIVAN,1266,-68.1518287,44.5265074,106,88,0,0.546391753,139,54,1,0.720207254,133,57,4,0.7,NA,
345,SUMNER,919,-70.4383944,44.3920113,74,85,0,0.465408805,83,76,0,0.522012579,88,70,1,0.556962025,NA,
