city,lon,lat,q1pyes,q2pyes,q3pyes,q4pyes,q5pyes
PARKMAN,-69.4331038,45.1336651,0.330143541,0.308823529,0.471014493,0.585956416,0.405867971
PARSONSFIELD,-70.9286755,43.7270214,0.501149425,0.43817527,0.619331742,0.70971564,0.550435866
PASSADUMKEAG,-68.6166937,45.1853362,0.258883249,0.310526316,0.425531915,0.586387435,0.407407407
PATTEN,-68.4461424,45.9964392,0.274703557,0.336082474,0.50203252,0.686868687,0.506122449
PEMBROKE,-67.1619293,44.9536891,0.450226244,0.405594406,0.52764977,0.720823799,0.524590164
PENOBSCOT,-68.7111394,44.4645202,0.579500657,0.486522911,0.583001328,0.715231788,0.591755319
PERHAM,-68.1975086,46.8440085,0.285024155,0.378787879,0.47979798,0.607142857,0.556122449
PERRY,-67.0748807,44.974757,0.448888889,0.412844037,0.465753425,0.699095023,0.546697039
PERU,-70.4062771,44.5065458,0.387205387,0.401142857,0.606129398,0.697727273,0.577319588
PHILLIPS,-70.3395105,44.8231127,0.441056911,0.37966805,0.587628866,0.64375,0.526970954
PHIPPSBURG,-69.8147684,43.820638,0.525399129,0.494760479,0.64797048,0.72,0.617164179
PITTSFIELD,-69.3833847,44.7825145,0.425136612,0.423403053,0.528153153,0.718278368,0.617812852
PITTSTON,-69.7555995,44.2217367,0.411280101,0.38381201,0.554913295,0.658974359,0.504521964
PLYMOUTH,-69.2103252,44.7672891,0.314503817,0.330203443,0.490625,0.673879444,0.511664075
POLAND,-70.3936675,44.0606281,0.454455771,0.405114401,0.573391421,0.662307176,0.516020236
PORTER,-70.9332266,43.7961667,0.454912517,0.429166667,0.648760331,0.724043716,0.569060773
PORTLAND,-70.2568189,43.6590993,0.763430385,0.676571695,0.763391048,0.817897842,0.812374611
POWNAL,-70.1803764,43.9133191,0.574898785,0.444444444,0.620475698,0.645530146,0.552083333
PRINCETON,-67.5721648,45.2234034,0.310492505,0.370044053,0.534782609,0.686956522,0.522776573
PROSPECT,-68.8647555,44.5531298,0.461756374,0.386819484,0.528409091,0.64,0.517241379
RANDOLPH,-69.7666546,44.2306461,0.462264151,0.423913043,0.564463705,0.731471536,0.635969664
RANGELEY,-70.6427102,44.9656821,0.487210719,0.494974874,0.653846154,0.776529338,0.66583229
RAYMOND,-70.468437,43.9015631,0.537887271,0.469403269,0.632236095,0.705926765,0.572568389
READFIELD,-69.9667188,44.3878453,0.564136126,0.513898305,0.634422949,0.741356383,0.61197041
REED,-68.1436099,45.724382,0.179487179,0.260273973,0.386666667,0.618421053,0.453333333
RICHMOND,-69.8025788,44.0880682,0.458522727,0.44028103,0.581057525,0.691150954,0.58454387
RIPLEY,-69.3717134,44.9911704,0.333333333,0.315315315,0.484444444,0.632286996,0.50990099
ROBBINSTON,-67.1094283,45.0781324,0.396491228,0.489285714,0.485611511,0.745583039,0.578571429
ROCKLAND,-69.1089293,44.1036914,0.578176383,0.503951944,0.631034483,0.754616588,0.675039246
ROCKPORT,-69.0760975,44.1844817,0.610722611,0.581642512,0.683405069,0.769777357,0.691275168
ROME,-69.903486,44.5722051,0.517241379,0.448943662,0.63028169,0.735551664,0.566666667
ROXBURY,-70.593401,44.6697827,0.385542169,0.381147541,0.571428571,0.700819672,0.567901235
RUMFORD,-70.5508829,44.5536606,0.411458333,0.464136622,0.587855787,0.7426526,0.644292757
SABATTUS,-70.1031247,44.1152935,0.401558655,0.37213254,0.522556391,0.648842105,0.541473684
SACO,-70.4428286,43.5009176,0.594616557,0.514876292,0.620448618,0.706047382,0.675289454
SANFORD,-70.7742804,43.4391627,0.513723404,0.501824616,0.618035675,0.742499176,0.64579883
SANGERVILLE,-69.357317,45.1645956,0.352941176,0.353941267,0.424148607,0.603630862,0.496124031
SCARBOROUGH,-70.3344921,43.5901974,0.599810296,0.504878481,0.621218802,0.72876592,0.666283288
SEARSMONT,-69.1950411,44.3617419,0.502013423,0.438789546,0.563186813,0.642176871,0.539202201
SEARSPORT,-68.9038627,44.463934,0.466947961,0.457101658,0.545782264,0.667621777,0.604301075
SEBAGO,-70.677518,43.8872801,0.471921182,0.414560162,0.623612513,0.655276382,0.504568528
SEBEC,-69.1167087,45.2714408,0.381333333,0.310810811,0.478609626,0.587765957,0.424731183
SEBOEIS,-68.7111424,45.3631091,0.269230769,0.5,0.769230769,0.846153846,0.692307692
SEDGWICK,-68.6155184,44.3040651,0.61747851,0.504464286,0.618556701,0.749266862,0.581120944
SHAPLEIGH,-70.8481164,43.5406359,0.44604811,0.451936872,0.608137045,0.67844523,0.54985755
SHERMAN,-68.4178063,45.8711632,0.191275168,0.249140893,0.335640138,0.564846416,0.390625
SHIRLEY,-69.633903,45.3476081,0.213235294,0.358778626,0.488549618,0.616541353,0.473684211
SIDNEY,-69.7226248,44.4530868,0.408714597,0.369278169,0.50989011,0.666228647,0.495594714
SKOWHEGAN,-69.7193803,44.7650366,0.470964441,0.432212296,0.559611345,0.717045158,0.621387283
SMITHFIELD,-69.8294968,44.6303411,0.42680776,0.372050817,0.537769784,0.674460432,0.537477148
SMYRNA,-68.1203515,46.1644547,0.279069767,0.344,0.451612903,0.714285714,0.508064516
SOLON,-69.858391,44.949502,0.417562724,0.38077634,0.557407407,0.64825046,0.583793738
SOMERVILLE,-69.4889674,44.3092443,0.382352941,0.350746269,0.565055762,0.591078067,0.440298507
SORRENTO,-68.1772341,44.4734117,0.534031414,0.443243243,0.596774194,0.768817204,0.610810811
SOUTHPORT,-69.6586568,43.8409158,0.579196217,0.488038278,0.602870813,0.743405276,0.655502392
SPRINGFIELD,-68.1562304,45.376663,0.238993711,0.319727891,0.453333333,0.613333333,0.38410596
STACYVILLE,-68.4290992,45.8992168,0.264150943,0.318181818,0.37,0.554455446,0.36
STANDISH,-70.5509356,43.7355927,0.522655008,0.450587282,0.604608854,0.693828157,0.565720081
STARKS,-69.9661707,44.7306156,0.465189873,0.43,0.602649007,0.684210526,0.594684385
STETSON,-69.1431864,44.8919352,0.483695652,0.3484375,0.470404984,0.65576324,0.467391304
STEUBEN,-67.9652562,44.5107169,0.442831216,0.417307692,0.588235294,0.703632887,0.530097087
STOCKHOLM,-68.1394756,47.0422642,0.331081081,0.496453901,0.587412587,0.755244755,0.605633803
STONEHAM,-70.8125232,44.2503507,0.555555556,0.573426573,0.673611111,0.760273973,0.605633803
STONINGTON,-68.6666926,44.156192,0.591133005,0.515410959,0.612521151,0.767402377,0.674061433
STOW,-70.9850708,44.160623,0.619047619,0.505434783,0.679144385,0.795698925,0.583783784
STRONG,-70.2208981,44.8075572,0.369534556,0.339622642,0.523878437,0.624460432,0.519536903
SULLIVAN,-68.1518287,44.5265074,0.600660066,0.429059829,0.6,0.698145025,0.591452991
SUMNER,-70.4383944,44.3920113,0.410646388,0.343079922,0.510679612,0.589595376,0.476653696
SURRY,-68.5016874,44.4959099,0.558577406,0.482162162,0.580748663,0.747039828,0.627982646
SWANVILLE,-68.9978129,44.5211855,0.447257384,0.403762663,0.527377522,0.616929699,0.526695527
SWEDEN,-70.8228959,44.133285,0.576419214,0.506666667,0.698198198,0.748878924,0.65625
TALMADGE,-67.7541957,45.3386197,0.333333333,0.3125,0.454545455,0.575757576,0.424242424
TEMPLE,-70.2264519,44.6850592,0.516025641,0.450657895,0.655844156,0.709677419,0.578431373
THOMASTON,-69.1816955,44.0789574,0.528034067,0.508784773,0.638483965,0.757619739,0.668608886
THORNDIKE,-69.236966,44.6029084,0.498701299,0.42972973,0.561497326,0.649595687,0.524725275
TOPSFIELD,-67.7357917,45.4188893,0.274336283,0.272727273,0.254545455,0.54954955,0.324324324
TOPSHAM,-69.9759459,43.9275435,0.567805954,0.503488591,0.629532219,0.741935484,0.669555388
TREMONT,-68.3519157,44.2537017,0.597238205,0.486778846,0.631641086,0.779481132,0.642685851
TRENTON,-68.3700178,44.4389668,0.544061303,0.466045273,0.582345191,0.737254902,0.612732095
TROY,-69.2416622,44.6648414,0.437984496,0.392504931,0.558365759,0.631578947,0.510891089
TURNER,-70.2561671,44.2564588,0.408487204,0.396782842,0.522233367,0.647431621,0.47699594
UNION,-69.293927,44.2296917,0.476335878,0.454617206,0.587959343,0.70234375,0.551181102
UNITY,-69.3345032,44.6111643,0.511966701,0.449561404,0.614806867,0.692887931,0.56345733
UPTON,-71.0106316,44.6942207,0.266666667,0.413793103,0.389830508,0.610169492,0.517241379
VANCEBORO,-67.4300098,45.5626167,0.339622642,0.371428571,0.462264151,0.783018868,0.533333333
VASSALBORO,-69.6777605,44.4588807,0.456959315,0.440907109,0.566390945,0.692207792,0.548471616
VEAZIE,-68.7053114,44.8386814,0.546728972,0.528392685,0.567149758,0.752851711,0.68168744
VIENNA,-69.9847779,44.5333976,0.542857143,0.482352941,0.659883721,0.747093023,0.559766764
VINALHAVEN,-68.836749,44.0487345,0.633941094,0.60058309,0.691642651,0.846264368,0.68115942
WADE,-68.2264347,46.7841686,0.270072993,0.3984375,0.534351145,0.740458015,0.610687023
WAITE,-67.6902794,45.3256262,0.403508772,0.358490566,0.339285714,0.660714286,0.454545455
WALDO,-69.0761483,44.5125736,0.497663551,0.421836228,0.557457213,0.592682927,0.547911548
WALDOBORO,-69.3756017,44.0952725,0.458024209,0.440951229,0.553864638,0.687773795,0.565984757
WALES,-70.0608896,44.1523636,0.348300971,0.32290363,0.529120198,0.587360595,0.44625
WALLAGRASS,-68.5972677,47.1294837,0.392226148,0.532374101,0.523809524,0.808510638,0.624087591
WALTHAM,-68.3383535,44.7092404,0.325966851,0.234285714,0.434285714,0.596590909,0.375
WARREN,-69.2531464,44.116967,0.42878942,0.412480169,0.562532705,0.651809124,0.528012685
WASHBURN,-68.1567015,46.7882172,0.31016731,0.398648649,0.47114094,0.72386059,0.612466125
WASHINGTON,-69.3676576,44.2735583,0.421232877,0.400479616,0.567375887,0.64084507,0.518518519
WATERBORO,-70.7145912,43.5354332,0.520567376,0.432974702,0.593605991,0.676918655,0.560277537
WATERFORD,-70.7091738,44.1932639,0.472378805,0.42773208,0.589388697,0.69735328,0.523864959
WATERVILLE,-69.6317121,44.5520105,0.602589928,0.564169083,0.664549304,0.791188896,0.73682612
WAYNE,-70.0661649,44.3486793,0.606648199,0.564606742,0.676880223,0.723611111,0.630041725
WEBSTER,-68.1972396,45.4758958,0.590909091,0.428571429,0.454545455,0.636363636,0.545454545
WELD,-70.4214542,44.6986707,0.41580756,0.35483871,0.573943662,0.658362989,0.551971326
WELLINGTON,-69.5970206,45.0400981,0.403225806,0.466101695,0.533333333,0.591666667,0.571428571
WELLS,-70.5805209,43.3222329,0.582158817,0.579466046,0.686029936,0.762531106,0.695994278
WESLEY,-67.6608307,44.952297,0.333333333,0.297297297,0.434210526,0.546666667,0.386666667
WESTBROOK,-70.3711617,43.6770252,0.609140518,0.511338268,0.634967167,0.714034677,0.686714437
WESTFIELD,-67.9226825,46.5698715,0.275862069,0.417670683,0.587755102,0.722891566,0.592741935
WESTMANLAND,-68.236303,46.9755827,0.395348837,0.441860465,0.488372093,0.697674419,0.534883721
WESTON,-67.8780687,45.7331159,0.237037037,0.234848485,0.371212121,0.646616541,0.481203008
WHITEFIELD,-69.6253222,44.1700735,0.474860335,0.432189542,0.594967532,0.672594988,0.518760196
WHITING,-67.1755411,44.7909119,0.398203593,0.365030675,0.493865031,0.62804878,0.481707317
WHITNEYVILLE,-67.5233265,44.7220213,0.407407407,0.380952381,0.542056075,0.740740741,0.566037736
WILLIMANTIC,-69.4083826,45.3067165,0.341772152,0.266666667,0.434210526,0.586666667,0.386666667
WILTON,-70.2280983,44.5926953,0.427765727,0.422006186,0.578877596,0.671806167,0.59339207
WINDHAM,-70.398706,43.7588577,0.533184607,0.440631434,0.572916667,0.667121885,0.535542307
WINDSOR,-69.580599,44.3106263,0.404918033,0.393005828,0.573089701,0.671357616,0.519198664
WINN,-68.3326304,45.4512875,0.233695652,0.309392265,0.427777778,0.587912088,0.368131868
WINSLOW,-69.6203137,44.5459679,0.447876448,0.452078666,0.532901296,0.707772795,0.613522954
WINTERPORT,-68.8449792,44.6377864,0.485427616,0.404703577,0.513434294,0.66084425,0.531448074
WINTERVILLE,-68.644972,46.9544298,0.341085271,0.355932203,0.588235294,0.762711864,0.579831933
WINTHROP,-69.9769721,44.3050332,0.526116137,0.482809721,0.614045441,0.724300442,0.605621302
WISCASSET,-69.665583,44.0028921,0.467622343,0.482584553,0.606730286,0.72333001,0.621485944
WOODLAND,-68.1209284,46.8822935,0.268174475,0.429752066,0.512396694,0.709570957,0.556113903
WOODSTOCK,-70.5994659,44.4010489,0.428368794,0.422740525,0.623209169,0.697707736,0.56998557
WOODVILLE,-68.4427962,45.5014105,0.261538462,0.330645161,0.436507937,0.595238095,0.459677419
WOOLWICH,-69.8009529,43.9187038,0.507101526,0.448220065,0.603208556,0.687700535,0.579173376
YARMOUTH,-70.1867227,43.8006208,0.702400289,0.585716922,0.676583318,0.782433669,0.728773152
YORK,-70.6482581,43.1617483,0.645494479,0.631993007,0.735725737,0.828311401,0.79284742
